segment_id,observations,congested_observations,congestion_frequency,peak_congested_observations,average_speed,average_flow,average_congestion,average_delay,average_queue,congestion_frequency_pct,bottleneck_type,bottleneck_score
R0403,4317,2222,0.5147092888580033,1310,28.47027333796618,1171.3435255964791,0.05098767662728747,0.13965879082696317,9.28804725503822,51.470928885800326,Recurring Bottleneck,37.72741388607497
R0303,4317,2125,0.4922399814686125,1269,28.608999305072967,1126.9700486448924,0.04636703729441742,0.15093212879314338,7.69323604354876,49.22399814686125,Recurring Bottleneck,37.30985375879121
R0206,4317,2419,0.5603428306694463,1323,28.407301366689833,601.8873291637711,0.053090664813527914,0.10190687977762335,9.64188093583507,56.03428306694463,Recurring Bottleneck,37.24405545110272
R0137,4317,2401,0.5561732684734769,1338,37.50562659254112,1247.6994903868429,0.0623591382904795,0.10065624276117675,20.548575399583044,55.61732684734769,Recurring Bottleneck,37.219942036185344
R0293,4317,2516,0.5828121380588371,1351,46.6802362751911,1297.590294185777,0.06639413944869121,0.0788082001389854,28.762404447533008,58.281213805883716,Recurring Bottleneck,37.036223723902474
R0174,4317,1990,0.4609682649988418,1241,28.697268936761642,1090.888742182071,0.043425225851285616,0.1657301366689831,5.924021311095668,46.09682649988418,Recurring Bottleneck,36.76658312909969
R0109,4317,2335,0.5408848737549224,1318,56.45916840398425,1847.6716933055363,0.05901410701876303,0.10370905721565903,28.88181607597869,54.08848737549224,Recurring Bottleneck,36.58386816609658
R0282,4317,2209,0.5116979383831365,1310,28.51374102385916,1146.0156358582349,0.04954239054899236,0.12563632151957377,8.14945564049108,51.16979383831365,Recurring Bottleneck,36.48301649767291
R0218,4317,2287,0.5297660412323373,1320,56.62451007644198,1796.8598563817466,0.05625848969191568,0.10999258744498495,22.55867500579106,52.97660412323373,Recurring Bottleneck,36.415978826372154
R0023,4317,2128,0.492934908501274,1276,38.124489228631,1683.6574704656011,0.04688790826963169,0.13748830206161688,10.576326152420663,49.293490850127405,Recurring Bottleneck,36.35310305786164
R0252,4317,2455,0.5686819550613852,1307,56.63492008339124,615.4698170025481,0.05608536020384526,0.07465716933055364,11.488209404679175,56.86819550613852,Recurring Bottleneck,35.70948323799955
R0379,4317,2476,0.5735464442900162,1352,56.16504517025712,1917.6596942321057,0.0639156590224693,0.0662550382209868,37.6893907806347,57.354644429001624,Recurring Bottleneck,35.55818419761593
R0082,4317,2199,0.5093815149409312,1295,28.47899235580264,1166.729974519342,0.05069965253648367,0.11342807505211952,10.190039379198518,50.93815149409312,Recurring Bottleneck,35.48735155982061
R0125,4317,2204,0.5105397266620338,1293,28.492038452629142,1165.5738244151032,0.050267431086402595,0.11161408385452862,10.016099142923327,51.053972666203386,Recurring Bottleneck,35.396403198552896
R0321,4317,1986,0.4600416956219597,1247,28.76357192494788,537.2162844567987,0.041212508686587906,0.14793652999768359,1.8517257354644427,46.00416956219597,Recurring Bottleneck,35.320893025538766
R0133,4317,2329,0.5394950196895992,1328,56.455575631225386,1844.1379661802177,0.05907343062311791,0.08769330553625203,26.307736854296966,53.94950196895992,Recurring Bottleneck,35.31636026786525
R0377,4317,2346,0.5434329395413482,1341,37.74386611072504,1828.7111188325227,0.05640296502200602,0.08525364836692148,22.145517720639333,54.34329395413482,Recurring Bottleneck,35.25037920420116
R0069,4317,2246,0.5202687051192958,1298,47.325297660412325,1171.5878851053974,0.05349210099606208,0.10155964790363678,12.500023164234422,52.02687051192958,Recurring Bottleneck,35.226379928152205
R0239,4317,2424,0.561501042390549,1343,46.91666898309011,629.461686356266,0.06166622654621265,0.06810076441973592,11.418786194116285,56.1501042390549,Recurring Bottleneck,35.02670080998442
R0285,4317,2152,0.4984943247625666,1286,47.591721102617555,1147.24269168404,0.0481663886958536,0.11369654852907111,8.609798471160529,49.84943247625666,Recurring Bottleneck,34.88710640488637
R0420,4317,2196,0.5086865879082696,1300,47.47994672226083,1164.8461663192033,0.050401227704424366,0.10236599490386843,9.95272179754459,50.868658790826956,Recurring Bottleneck,34.61495408895122
R0148,4317,2070,0.4794996525364837,1253,28.602948807041926,561.0989112809822,0.04656877461199907,0.12008570766736158,3.781792911744267,47.94996525364837,Recurring Bottleneck,34.368078201225515
R0291,4317,2160,0.5003474635163307,1279,47.567850359045636,1723.2349316655086,0.048643085476025014,0.10439657169330553,14.357238823256893,50.034746351633075,Recurring Bottleneck,34.29737107604204
R0426,4317,2159,0.5001158211721103,1290,38.117815612693995,1704.9355107713689,0.04705448227936067,0.1016963168867269,12.135047486680564,50.01158211721103,Recurring Bottleneck,34.03584551168163
R0241,4317,2224,0.5151725735464443,1284,56.925362520268706,1174.1079453324069,0.05124417419504285,0.08625596479036368,11.997590919620107,51.51725735464443,Recurring Bottleneck,33.75768414154605
R0101,4317,1977,0.45795691452397497,1228,28.779050266388698,1067.4867268936762,0.040699490386842715,0.12705744730136667,3.671461663192032,45.7956914523975,Recurring Bottleneck,33.63713970758092
R0280,4317,2235,0.51772063933287,1306,37.8994347926801,590.5379661802177,0.05251651609914292,0.0792031503358814,5.791406069029419,51.77206393328701,Recurring Bottleneck,33.39490716131174
R0070,4317,2076,0.4808895066018068,1267,47.702270094973365,1109.7412091730369,0.045955293027565444,0.10636252026870512,7.336043548760713,48.08895066018068,Recurring Bottleneck,33.39111540917004
R0012,4317,2255,0.5223534862172805,1297,37.9273106323836,1178.675469075747,0.051817790132036134,0.07283414408153811,11.21614547139217,52.23534862172805,Recurring Bottleneck,33.12846361803455
R0079,4317,2161,0.5005791058605513,1286,57.17846652768126,1139.3992587444984,0.0470257354644429,0.08602154273801252,6.546513782719481,50.05791058605513,Recurring Bottleneck,32.883896235166596
R0279,4317,2055,0.4760250173731758,1258,47.8157794764883,1097.1413249942088,0.043686101459346774,0.09928515172573546,4.744799629372249,47.60250173731758,Recurring Bottleneck,32.54962524300773
R0311,4317,2033,0.4709288858003243,1245,38.187794764883016,1104.9037989344451,0.04530697243456104,0.10154042158906648,7.071600648598563,47.09288858003243,Recurring Bottleneck,32.51239479617496
R0100,4317,2273,0.5265230484132499,1318,47.25159369932824,596.1449154505444,0.0549681723419041,0.057825341672457724,7.200231642344221,52.65230484132499,Recurring Bottleneck,32.30709231538612
R0115,4317,2212,0.512392865415798,1309,47.38182070882557,1750.8919388464212,0.05236370164466064,0.06359532082464675,19.035209636321518,51.2392865415798,Recurring Bottleneck,31.954697977792822
R0419,4317,2006,0.4646745425063702,1239,47.93058373870743,541.2681260134352,0.04138688904331712,0.09740236275191105,1.929580727356961,46.46745425063702,Recurring Bottleneck,31.772078945925884
R0136,4317,1810,0.4192726430391476,1167,28.884227472782026,1531.385892981237,0.03719091962010656,0.1286782487838777,2.9375260597637247,41.927264303914754,Recurring Bottleneck,31.71908880983069
R0116,4317,2034,0.47116052814454484,1197,38.400217743803566,1078.0676395645123,0.039997104470697244,0.09166550845494557,6.843734074588835,47.116052814454484,Recurring Bottleneck,31.62491725400472
R0296,4317,2193,0.5079916608756081,1284,56.88198054204309,1751.6829511234653,0.051967407922168175,0.059963168867268934,19.43027565438962,50.799166087560806,Recurring Bottleneck,31.450651975259238
R0284,4317,2026,0.46930738939078065,1250,38.26942552698633,1082.1611304146397,0.04326497567755386,0.0878024090803799,4.0855455177206395,46.93073893907807,Recurring Bottleneck,31.3408984253465
R0220,4317,2011,0.4658327542274728,1233,38.266557794764886,1085.6681491776699,0.04333798934445217,0.0892494788047255,5.813968033356498,46.58327542274728,Recurring Bottleneck,31.277762034660416
R0288,4317,2045,0.4737085939309706,1239,38.234994208941394,555.0175353254575,0.04412485522353486,0.08176441973592773,2.4777160064859856,47.37085939309706,Recurring Bottleneck,31.13442854258131
R0011,4317,2103,0.4871438498957609,1263,47.72617326847348,1118.5775306926107,0.045476465137827195,0.07153092425295343,6.616794069955988,48.71438498957609,Recurring Bottleneck,31.080113383853202
R0392,4317,2043,0.47324530924252955,1264,28.669101227704424,1096.2421820708826,0.044362983553393555,0.08073639101227705,4.817998610145935,47.324530924252954,Recurring Bottleneck,31.041394999536948
R0287,4317,1985,0.45981005327773916,1236,38.343954134815846,1081.219921241603,0.04140277970813065,0.09074774148714385,3.5033356497567754,45.981005327773914,Recurring Bottleneck,31.03081069567194
R0266,4317,1949,0.4514709288858003,1222,28.766912207551538,1593.1806347000231,0.04110583738707436,0.09619666435024322,7.36004169562196,45.14709288858003,Recurring Bottleneck,31.01314371158538
R0022,4317,2055,0.4760250173731758,1251,47.85497336113042,1096.9465137827194,0.04290016214964095,0.0786286773222145,4.585846652768126,47.60250173731758,Recurring Bottleneck,30.978599700559684
R0128,4317,1915,0.4435950891823025,1232,38.41950428538337,1054.0804262219135,0.039511350474866806,0.101546212647672,3.7700023164234424,44.35950891823025,Recurring Bottleneck,30.972270134550406
R0118,4317,1818,0.42112578179291177,1158,28.91294417419504,1021.4667593236044,0.03623398193189715,0.1169492703266157,3.181306462821404,42.11257817929118,Recurring Bottleneck,30.90437960236071
R0343,4317,2009,0.46536946953903174,1234,28.65718322909428,554.8194347926801,0.044762589761408386,0.08011350474866806,3.9601806810284916,46.536946953903175,Recurring Bottleneck,30.61292865367707
R0299,4317,2102,0.4869122075515404,1262,57.17123233727125,565.6212647671995,0.04714788047255038,0.06475561732684736,4.675214269168404,48.69122075515404,Recurring Bottleneck,30.611112240993254
R0104,4317,2174,0.5035904563354181,1297,57.07530460968265,1709.6387074357192,0.04874563354181144,0.052217975445911516,12.373824415103082,50.35904563354181,Recurring Bottleneck,30.553719506426656
R0318,4317,1945,0.45054435950891825,1232,48.001924947880475,1060.6833217512162,0.03996119990734306,0.08961037757702109,3.354806578642576,45.05443595089182,Recurring Bottleneck,30.43907478077741
R0081,4317,2081,0.48204771832290944,1274,47.73794764883021,559.0258744498494,0.04524042158906648,0.06605119295807273,3.092911744266852,48.204771832290945,Recurring Bottleneck,30.407720028287365
R0404,4317,1889,0.4375723882325689,1209,28.89036599490387,1032.527333796618,0.036987838776928426,0.09688858003242994,1.796038915913829,43.75723882325689,Recurring Bottleneck,30.24651049810782
R0094,4317,2108,0.48830206161686357,1268,38.171373639101226,1119.8824646745425,0.0457171183692379,0.05860574473013667,6.0909659485754,48.830206161686355,Recurring Bottleneck,30.176974026744492
R0290,4317,2054,0.4757933750289553,1238,57.237324530924255,1122.0310632383598,0.04604371091035441,0.06530460968264999,7.758721334259903,47.57933750289553,Recurring Bottleneck,30.063172428784018
R0301,4317,2085,0.4829742876997915,1262,47.68287699791522,1121.612508686588,0.04634218207088256,0.05620847810979847,8.220685661338893,48.29742876997915,Recurring Bottleneck,29.749749775175133
R0265,4317,2100,0.4864489228630994,1277,47.59256428075052,1691.025573314802,0.048145332406763955,0.05290317350011582,13.388024090803798,48.64489228630994,Recurring Bottleneck,29.729964335689544
R0173,4317,2002,0.46374797312948807,1237,57.35160064859856,1097.8102154273802,0.044140653231410705,0.06937757702107945,6.586286773222145,46.37479731294881,Recurring Bottleneck,29.70893055977925
R0150,4317,1991,0.4611999073430623,1236,47.831674774148716,1091.3843409775307,0.043365369469539033,0.06556011118832523,5.858003242992819,46.119990734306235,Recurring Bottleneck,29.27228929559691
R0294,4317,1984,0.45957841093351864,1199,57.778719017836465,1583.7112578179292,0.03702184387305999,0.06876164002779708,8.486842714848274,45.95784109335187,Recurring Bottleneck,29.240746215985652
R0240,4317,1747,0.4046791753532546,1152,28.97053509381515,1002.5315960157518,0.03431681723419041,0.10485198054204309,2.7546907574704655,40.46791753532546,Recurring Bottleneck,29.11828485985053
R0322,4317,1869,0.43293954134815843,1200,38.51883252258513,1543.2132036136206,0.037027750752837624,0.08321334259902712,2.4842483205930046,43.29395413481584,Recurring Bottleneck,28.991606561773708
R0389,4317,1860,0.4308547602501737,1195,28.847725272179755,1570.6809126708363,0.03840889506601807,0.0804063006717628,6.012253880009266,43.08547602501737,Recurring Bottleneck,28.71851669545827
R0315,4317,1990,0.4609682649988418,1231,38.293481584433636,542.5486217280519,0.042662080148251104,0.05855339356034283,1.9856613388927498,46.09682649988418,Recurring Bottleneck,28.714711243484846
R0171,4317,1857,0.43015983321751217,1181,48.11041000694927,1023.6100301135048,0.037793490850127405,0.08000903405142461,3.0072272411396805,43.015983321751214,Recurring Bottleneck,28.635547611927453
R0117,4317,1879,0.43525596479036366,1194,48.060637016446606,524.881121148946,0.03878895066018068,0.075848737549224,2.0378735232800556,43.525596479036366,Recurring Bottleneck,28.608555901278905
R0300,4317,1725,0.39958304378040305,1132,28.981392170488764,998.4437572388233,0.033954111651609914,0.10134561037757703,2.5174195042853835,39.9583043780403,Recurring Bottleneck,28.589922895504316
R0126,4317,1783,0.41301829974519344,1171,28.92914987259671,1024.9616631920314,0.035693884642112574,0.0912383599722029,1.7254111651609916,41.30182997451934,Recurring Bottleneck,28.556710080931
R0278,4317,1586,0.3673847579337503,1070,29.03291174426685,476.65438962242297,0.032236622654621266,0.12145633541811443,0.33819782256196435,36.73847579337503,Recurring Bottleneck,28.435047339350707
R0331,4317,1861,0.43108640259439424,1189,48.16185545517721,518.1109566828816,0.036761408385452866,0.07478132962705583,0.7794533240676396,43.108640259439426,Recurring Bottleneck,28.25928833386247
R0355,4317,1899,0.43988881167477417,1206,57.68544359508918,1572.6441047023395,0.03857627982395182,0.06629997683576558,3.5975445911512627,43.988881167477416,Recurring Bottleneck,28.118487696701028
R0305,4317,1948,0.4512392865415798,1211,38.340778318276584,1068.7747278202455,0.04148318276580959,0.05686611072504054,4.9120454018994675,45.12392865415798,Recurring Bottleneck,28.066495253441964
R0106,4317,1846,0.4276117674310864,1186,57.796770905721566,514.0257586286774,0.036719596942321055,0.07112555015056751,1.5860319666435025,42.76117674310864,Recurring Bottleneck,27.810435250038967
R0110,4317,1769,0.4097753069261061,1166,48.198283530229325,1011.5534167245771,0.03603558026407227,0.08269237896687515,2.76986333101691,40.97753069261061,Recurring Bottleneck,27.76460255306826
R0289,4317,1652,0.38267315265230484,1110,29.042543432939542,973.9892286309937,0.03191637711373639,0.10094973361130415,2.139819318971508,38.267315265230486,Recurring Bottleneck,27.653639816278343
R0107,4317,1592,0.3687746119990734,1091,29.108473476951588,476.37989344452166,0.029716585591846187,0.11094301598332175,0.18952976604123234,36.877461199907344,Recurring Bottleneck,27.641350104122292
R0159,4317,1733,0.40143618253416724,1081,29.076300671762798,976.8156126940005,0.030788255733148022,0.0859154505443595,2.6614083854528605,40.143618253416726,Recurring Bottleneck,27.431677946714476
R0099,4317,1999,0.4630530460968265,1236,57.392800555941626,1629.1095668288162,0.04345415798007876,0.03784364141765115,5.830391475561733,46.30530460968265,Recurring Bottleneck,27.291274051962315
R0127,4317,1905,0.4412786657400973,1218,38.41825341672458,530.4968264998842,0.03954433634468381,0.05370465601111883,1.2272411396803335,44.12786657400973,Recurring Bottleneck,27.27346340219991
R0219,4317,1563,0.36205698401667824,1074,29.079599258744498,944.7347695158675,0.030681422283993513,0.1099210099606208,1.7536715311558955,36.205698401667824,Recurring Bottleneck,27.257851828438938
R0264,4317,1865,0.43201297197127636,1198,57.6817836460505,1034.1744266851981,0.03863639101227704,0.059213805883715546,3.4110956682881635,43.20129719712764,Recurring Bottleneck,27.19564967082929
R0134,4317,1724,0.39935140143618253,1162,38.62018068102849,1494.492378966875,0.03449439425526986,0.07998795459810053,1.8097984711605282,39.935140143618256,Recurring Bottleneck,26.994573990850046
R0149,4317,1790,0.41463979615473706,1162,38.57679406995599,504.80567523743343,0.03558195506138522,0.06699050266388695,0.7366689830901089,41.463979615473704,Recurring Bottleneck,26.817936836574397
R0135,4317,1845,0.4273801250868659,1193,57.72131804493861,1032.970257123002,0.03797785499189252,0.05704540189946722,1.6772758860319668,42.73801250868659,Recurring Bottleneck,26.78180866445428
R0138,4317,1844,0.42714848274264533,1178,48.14470697243456,1015.6172573546445,0.03710586055130878,0.054755385684503124,1.5830669446374797,42.71484827426453,Recurring Bottleneck,26.57251374306819
R0194,4317,1867,0.4324762566597174,1213,57.749478804725506,1037.6250173731758,0.03750931202223766,0.05038313643734074,3.3912670836228864,43.24762566597174,Recurring Bottleneck,26.52346579219149
R0162,4317,1660,0.38452629140606903,1081,29.108735232800555,961.3224693073894,0.02970741255501506,0.08480356729210099,2.201366689830901,38.4526291406069,Recurring Bottleneck,26.47046310603211
R0401,4317,1831,0.42413713226777855,1196,48.172360435487604,1536.615635858235,0.03655425063701644,0.055500810748204774,2.8843178132962706,42.41371322677786,Recurring Bottleneck,26.461240270726886
R0297,4317,1809,0.41904100069492706,1130,48.412439193884644,998.983924021311,0.03175116979383831,0.06046745425063702,2.851841556636553,41.904100069492706,Recurring Bottleneck,26.434409570481147
R0160,4317,1807,0.41857771600648597,1124,48.367743803567286,999.507088255733,0.03264526291406069,0.059514014361825344,3.2043085476025017,41.8577716006486,Recurring Bottleneck,26.366642676655317
R0390,4317,1896,0.43919388464211256,1190,57.65942784340977,1581.9434792680102,0.039010354412786656,0.04295343988881167,5.746490618485058,43.91938846421126,Recurring Bottleneck,26.347794405725217
R0024,4317,1659,0.3842946490618485,1108,29.041343525596478,958.5873059995367,0.031957076673615935,0.08078086634236738,1.8988417882788973,38.429464906184855,Recurring Bottleneck,26.225016583666903
R0357,4317,1749,0.40514246004169563,1165,48.31030808431782,496.65028955293025,0.03379381514940931,0.06514686124623581,0.49488070419272645,40.514246004169564,Recurring Bottleneck,26.15131233003774
R0121,4317,1776,0.41139680333564976,1166,38.59989807736854,1011.5016214964096,0.03499935140143618,0.05353092425295344,2.852189020152884,41.139680333564975,Recurring Bottleneck,25.630005891659252
R0147,4317,1642,0.3803567292100996,1110,38.74178596247394,1449.0982626824184,0.03145793375028955,0.07530553625202686,0.6449849432476257,38.03567292100996,Recurring Bottleneck,25.602970542250432
R0112,4317,1854,0.4294649061848506,1182,57.77274959462589,1545.167894371091,0.0371205930044012,0.03369284225156358,5.679383831364373,42.946490618485065,Recurring Bottleneck,25.11090950153094
R0105,4317,1480,0.3428306694463748,1034,29.17927495946259,922.3510771369007,0.027357146166319204,0.09327356960852444,0.1517257354644429,34.28306694463748,Recurring Bottleneck,24.949690947709904
R0320,4317,1706,0.3951818392402131,1121,48.34874913134121,978.5825573314803,0.03302719481121149,0.0557685892981237,0.8485985638174659,39.51818392402131,Recurring Bottleneck,24.92772415440928
R0067,4317,1460,0.33819782256196435,1016,29.145376418809356,1360.404933981932,0.02848735232800556,0.0935508454945564,2.0354412786657403,33.81978225619643,Recurring Bottleneck,24.772726476205253
R0196,4317,1604,0.37155432012971973,1104,48.44513782719481,482.5373639101228,0.031096363215195738,0.06828028723650684,0.9745193421357424,37.15543201297197,Recurring Bottleneck,24.625717467100667
R0034,4317,1605,0.37178596247394025,1093,29.109803104007412,953.8983785035904,0.029671253185082232,0.06735950891823025,0.3010655547834144,37.178596247394026,Recurring Bottleneck,24.525567620697764
R0425,4317,1752,0.4058373870743572,1148,38.64109798471161,998.1987722955755,0.03397171646977067,0.04248181607597869,0.8286309937456566,40.58373870743572,Recurring Bottleneck,24.493479431241024
R0356,4317,1748,0.4049108176974751,1134,48.27360898772296,1506.474310864026,0.03452652304841325,0.042814454482279364,2.058026407227241,40.49108176974751,Recurring Bottleneck,24.488714243945463
R0129,4317,1644,0.38082001389854064,1092,38.726578642575866,972.2400046328468,0.03183662265462127,0.05740236275191105,0.4974982626824183,38.082001389854064,Recurring Bottleneck,24.29630729699206
R0306,4317,1690,0.3914755617326847,1121,57.95749362983553,982.4067407922169,0.03404232105628909,0.047894139448691225,2.1507991660875607,39.14755617326847,Recurring Bottleneck,24.1829620135093
R0033,4317,1704,0.39471855455177207,1151,58.039587676627285,989.4165624276118,0.032674241371322674,0.045591382904795,0.8088024090803799,39.471855455177206,Recurring Bottleneck,24.131561871208927
R0131,4317,1679,0.38892749594625897,1115,58.03581653926338,973.93907806347,0.03273641417651147,0.042098447996293725,0.6437572388232569,38.8927495946259,Recurring Bottleneck,23.58220638797899
R0057,4317,1538,0.35626592541116514,1055,29.147169330553627,1398.9137363910122,0.028426685198054205,0.06244591151262451,0.24718554551772062,35.626592541116516,Recurring Bottleneck,23.34413428935302
R0333,4317,1595,0.369469539031735,1099,29.08082927959231,962.2754227472782,0.030638498957609454,0.051976140838545286,0.3860319666435024,36.9469539031735,Recurring Bottleneck,23.286342943623414
R0432,4317,1671,0.3870743571924948,1102,38.77481121148946,964.9663886958535,0.030628584665276813,0.03934491545054436,0.5010423905489924,38.707435719249474,Recurring Bottleneck,23.220037995484542
R0208,4317,1576,0.3650683344915451,1025,58.32513319434793,930.632823720176,0.02791373639101228,0.05425411165160991,1.7143386611072504,36.506833449154506,Recurring Bottleneck,23.15519044819344
R0251,4317,1508,0.34931665508454945,984,38.90561501042391,915.8883483900858,0.027359717396340053,0.06478063470002317,1.4759091962010655,34.93166550845495,Recurring Bottleneck,23.139563862608398
R0009,4317,1632,0.3780403057678944,1100,48.47994440583739,479.9418346073662,0.030401181375955523,0.04406902941857772,0.19585360203845262,37.80403057678944,Recurring Bottleneck,23.115412909805954
R0095,4317,1514,0.3507065091498726,1048,48.58491545054436,466.8901088719018,0.028300370627750756,0.06224206624971045,0.12117211026175585,35.07065091498726,Recurring Bottleneck,23.047103291208153
R0103,4317,1615,0.3741023859161455,1094,58.15199675700718,478.212786657401,0.030800440120454017,0.04393351864720871,0.15443595089182305,37.41023859161455,Recurring Bottleneck,22.920343102777196
R0111,4317,1624,0.3761871670141302,1089,38.76060227009497,482.5438035672921,0.030988603196664355,0.04142506370164466,0.9956451239286541,37.61871670141302,Recurring Bottleneck,22.8423100843043
R0242,4317,1441,0.3337966180217744,1010,29.214966411860086,911.2552930275655,0.02616784804262219,0.07025596479036368,0.07857308315960158,33.37966180217744,Recurring Bottleneck,22.73798168998735
R0431,4317,1507,0.34908501274032894,1038,29.172682418346074,931.6566828816308,0.027576372480889507,0.05717442668519805,0.1406763956451239,34.90850127403289,Recurring Bottleneck,22.564674261138165
R0263,4317,1392,0.3224461431549687,975,38.93427148482743,898.1016678248784,0.02664269168403984,0.07499305072967338,0.9617790132036136,32.244614315496875,Recurring Bottleneck,22.53957461499155
R0010,4317,1457,0.33750289552930274,1019,29.222138058837157,906.7904563354181,0.025930553625202687,0.06520245540884874,0.011443131804493861,33.750289552930276,Recurring Bottleneck,22.537601008138573
